date,country,reported_cases,reported_cases_cumulative,predicted_infections_mean_cumulative,predicted_infections_lower_CI_95_cumulative,predicted_infections_higher_CI_95_cumulative,predicted_infections_mean,predicted_infections_lower_CI_95,predicted_infections_higher_CI_95,reported_deaths,reported_deaths_cumulative,estimated_deaths_mean_cumulative,estimated_deaths_lower_CI_95_cumulative,estimated_deaths_higher_CI_95_cumulative,estimated_deaths_mean,estimated_deaths_lower_CI_95,estimated_deaths_higher_CI_95,mean_time_varying_reproduction_number_R(t),time_varying_reproduction_number_R(t)_lower_CI_95,time_varying_reproduction_number_R(t)_higher_CI_95
2020-02-21,Denmark,0,0,47.90383100588549,11.7240127511722,125.221872511101,47.90383100588549,11.7240127511722,125.221872511101,0,0,4.7903831005885497e-14,1.17240127511722e-14,1.25221872511101e-13,4.7903831005885497e-14,1.17240127511722e-14,1.25221872511101e-13,3.6583924756445803,2.6949929264869796,4.8657630583685805
2020-02-22,Denmark,0,0,95.80766201177109,23.4480255023444,250.443745022202,47.90383100588549,11.7240127511722,125.221872511101,0,0,4.83858394891507e-07,1.1837729149557199e-07,1.23224320670563e-06,4.83858346987676e-07,1.18377279771559e-07,1.23224308148375e-06,3.6583924756445803,2.6949929264869796,4.8657630583685805
2020-02-23,Denmark,0,0,143.711493017657,35.172038253516604,375.665617533302,47.90383100588549,11.7240127511722,125.221872511101,0,0,1.8870475580423198e-05,4.61671392281481e-06,4.80574803030883e-05,1.83866171855317e-05,4.49833663131923e-06,4.68252370963826e-05,3.6583924756445803,2.6949929264869796,4.8657630583685805
2020-02-24,Denmark,0,0,191.61532402354197,46.8960510046889,500.887490044403,47.90383100588549,11.7240127511722,125.221872511101,0,0,0.00014854451257311998,3.63418249015926e-05,0.000378298626140734,0.000129674036992697,3.17251109787778e-05,0.000330241145837646,3.6583924756445803,2.6949929264869796,4.8657630583685805
2020-02-25,Denmark,0,0,239.519155029428,58.6200637558611,626.109362555504,47.90383100588549,11.7240127511722,125.221872511101,0,0,0.000636757584683685,0.000155784500191095,0.00162163189535784,0.00048821307211056506,0.000119442675289503,0.0012433332692171099,3.6583924756445803,2.6949929264869796,4.8657630583685805
2020-02-26,Denmark,0,0,287.422986035313,70.34407650703331,751.331235066605,47.90383100588549,11.7240127511722,125.221872511101,0,0,0.00201527001525157,0.000493041370260266,0.00513229243450505,0.00137851243056789,0.000337256870069171,0.00351066053914721,3.6583924756445803,2.6949929264869796,4.8657630583685805
2020-02-27,Denmark,1,1,373.143642002868,100.15369770379999,936.467346301593,85.7206559675549,29.809621196767,185.13611123498902,0,0,0.0051864776214088,0.00126888606188306,0.0132084135905496,0.00317120760615723,0.000775844691622796,0.00807612115604452,3.65822573388141,2.69468675868634,4.8656837403013
2020-02-28,Denmark,0,1,476.78489294983905,136.978229609881,1158.05962538671,103.641250946971,36.824531906081,221.59227908511903,0,0,0.0114513729680641,0.0028016997887130397,0.0291628834186991,0.00626489534665527,0.00153281372682997,0.0159544698281495,3.65817485435858,2.69461352818412,4.86564948406783
2020-02-29,Denmark,1,2,603.511678981308,184.60178002660302,1420.61035594749,126.726786031469,47.62355041672179,262.550730560776,0,0,0.022465596075121,0.0054997981968582296,0.0571993401446526,0.011014223107056999,0.00269809840814519,0.0280364567259535,3.65811326384942,2.6945259862973,4.86560716942934
2020-03-01,Denmark,1,3,760.163514282484,247.70463245009898,1731.04838581044,156.651835301176,63.1028524234962,310.438029862952,0,0,0.0403910447324558,0.00991042253961367,0.10275188505413901,0.0179254486573347,0.00441062434275544,0.0455525449094866,3.6580376808710997,2.69442261195835,4.86555210696073
2020-03-02,Denmark,1,4,954.764440395798,332.032805936137,2098.0179701175302,194.60092611331402,84.3281734860378,366.96958430709503,0,0,0.0676391703996968,0.0166747214893228,0.17175678529104402,0.0272481256672411,0.00676429894970908,0.0690049002369052,3.6579438093100296,2.6943006681253703,4.865478596326049
