date,phi
2020-03-25,0.3007003806260778
2020-04-01,0.3082531119710227
2020-04-08,0.3164749198125321
2020-04-15,0.35205727051066765
2020-04-22,0.3519750328567885
2020-04-29,0.37654579977564073
2020-05-06,0.39095516503168476
2020-05-13,0.4024118112616108
