date,mean_pct
2020-02-16,4.25
2020-02-23,3.190476190476191
2020-03-01,-0.047619047619047596
2020-03-08,-1.2142857142857144
2020-03-15,-1.5952380952380951
2020-03-22,-44.595238095238095
2020-03-29,-54.476190476190474
2020-04-05,-52.833333333333336
2020-04-12,-50.92857142857144
2020-04-19,-51.6904761904762
2020-04-26,-48.83333333333332
2020-05-03,-46.0
