date,phi
2020-03-03,0.5188420692017813
2020-03-10,0.47647803082585694
2020-03-17,0.3613026819923371
2020-03-24,0.3464111011280822
2020-03-31,0.34565499351491563
2020-04-07,0.40416394868449657
2020-04-14,0.4144595176571921
2020-04-21,0.4329025844930418
2020-04-28,0.42441606636105655
2020-05-05,0.458291956305859
2020-05-12,0.4649007348908632
2020-05-19,0.4739940557841793
2020-05-26,0.4772972972972973
